user_id,event_date_time,,,,,,IDs
2,1535392391,,,,,,
8,1535357616,,,,,,
5,1535378493,,,,,,
18,1535308600,,,,,,
5,1535376068,,,,,,
4,1535356508,,,,,,
3,1535402830,,,,,,
19,1535379543,,,,,,
7,1535333585,,,,,,
10,1535315269,,,,,,
14,1535369646,,,,,,
18,1535324910,,,,,,
13,1535370614,,,,,,
16,1535334862,,,,,,
4,1535323922,,,,,,
9,1535399008,,,,,,
18,1535386031,,,,,,
20,1535376224,,,,,,
10,1535358096,,,,,,
12,1535352865,,,,,,
8,1535379297,,,,,,
4,1535394212,,,,,,
17,1535361238,,,,,,
5,1535336132,,,,,,
19,1535308532,,,,,,
4,1535328324,,,,,,
18,1535392914,,,,,,
5,1535383499,,,,,,
13,1535373170,,,,,,
5,1535338016,,,,,,
19,1535390656,,,,,,
15,1535374448,,,,,,
17,1535362809,,,,,,
10,1535326371,,,,,,
14,1535345467,,,,,,
18,1535381461,,,,,,
17,1535322140,,,,,,
6,1535317474,,,,,,
14,1535395866,,,,,,
9,1535363677,,,,,,
17,1535330773,,,,,,
18,1535340042,,,,,,
12,1535397767,,,,,,
19,1535320504,,,,,,
12,1535386336,,,,,,
20,1535322697,,,,,,
18,1535324795,,,,,,
16,1535392866,,,,,,
15,1535309382,,,,,,
18,1535324731,,,,,,
6,1535341681,,,,,,
19,1535388497,,,,,,
7,1535359462,,,,,,
16,1535310277,,,,,,
12,1535371944,,,,,,
20,1535312128,,,,,,
15,1535363129,,,,,,
14,1535323529,,,,,,
4,1535350347,,,,,,
6,1535401392,,,,,,
5,1535406701,,,,,,
14,1535337971,,,,,,
4,1535310455,,,,,,
15,1535404956,,,,,,
4,1535339271,,,,,,
1,1535333537,,,,,,
9,1535408108,,,,,,
4,1535390621,,,,,,
13,1535364777,,,,,,
18,1535402202,,,,,,
5,1535322755,,,,,,
1,1535338061,,,,,,
7,1535375849,,,,,,
6,1535394723,,,,,,
7,1535310310,,,,,,
12,1535353359,,,,,,
4,1535396713,,,,,,
12,1535399066,,,,,,
17,1535403582,,,,,,
9,1535340675,,,,,,
16,1535357600,,,,,,
6,1535384520,,,,,,
10,1535369277,,,,,,
18,1535380113,,,,,,
11,1535318909,,,,,,
7,1535354575,,,,,,
3,1535334242,,,,,,
10,1535390290,,,,,,
14,1535399822,,,,,,
12,1535326371,,,,,,
13,1535387797,,,,,,
20,1535399091,,,,,,
4,1535343070,,,,,,
11,1535394809,,,,,,
18,1535351913,,,,,,
9,1535406771,,,,,,
9,1535365283,,,,,,
17,1535345427,,,,,,
6,1535386453,,,,,,
19,1535401803,,,,,,
8,1535400609,,,,,,
4,1535351697,,,,,,
19,1535362824,,,,,,
17,1535381805,,,,,,
19,1535344244,,,,,,
9,1535329591,,,,,,
1,1535396112,,,,,,
12,1535339345,,,,,,
8,1535342061,,,,,,
18,1535325139,,,,,,
9,1535373145,,,,,,
8,1535395635,,,,,,
15,1535352673,,,,,,
9,1535379123,,,,,,
10,1535351917,,,,,,
10,1535403821,,,,,,
13,1535329121,,,,,,
11,1535347143,,,,,,
5,1535336409,,,,,,
12,1535398036,,,,,,
19,1535328739,,,,,,
8,1535353005,,,,,,
11,1535350100,,,,,,
12,1535334359,,,,,,
16,1535361860,,,,,,
20,1535318708,,,,,,
5,1535341298,,,,,,
5,1535355482,,,,,,
10,1535332652,,,,,,
13,1535345261,,,,,,
10,1535353944,,,,,,
3,1535312168,,,,,,
12,1535308708,,,,,,
9,1535315146,,,,,,
1,1535388616,,,,,,
18,1535391455,,,,,,
2,1535379930,,,,,,
14,1535349453,,,,,,
3,1535360231,,,,,,
2,1535334095,,,,,,
20,1535331780,,,,,,
6,1535380542,,,,,,
3,1535331288,,,,,,
14,1535371862,,,,,,
17,1535363182,,,,,,
9,1535394537,,,,,,
9,1535362490,,,,,,
3,1535379127,,,,,,
4,1535325125,,,,,,
2,1535357060,,,,,,
9,1535376196,,,,,,
9,1535312493,,,,,,
2,1535342465,,,,,,
2,1535360291,,,,,,
10,1535372387,,,,,,
13,1535407305,,,,,,
14,1535308470,,,,,,
13,1535319798,,,,,,
3,1535371701,,,,,,
7,1535310496,,,,,,
3,1535309312,,,,,,
15,1535405524,,,,,,
17,1535385577,,,,,,
8,1535355489,,,,,,
5,1535344046,,,,,,
19,1535312896,,,,,,
3,1535329658,,,,,,
9,1535326796,,,,,,
12,1535354498,,,,,,
3,1535367255,,,,,,
3,1535403347,,,,,,
9,1535319431,,,,,,
6,1535369069,,,,,,
9,1535407592,,,,,,
7,1535355770,,,,,,
3,1535371442,,,,,,
4,1535394628,,,,,,
16,1535314080,,,,,,
9,1535346384,,,,,,
3,1535336616,,,,,,
14,1535361450,,,,,,
18,1535327942,,,,,,
2,1535387097,,,,,,
8,1535368802,,,,,,
13,1535337619,,,,,,
18,1535361915,,,,,,
13,1535321983,,,,,,
5,1535309321,,,,,,
3,1535381321,,,,,,
8,1535314899,,,,,,
14,1535360555,,,,,,
15,1535404589,,,,,,
4,1535392164,,,,,,
11,1535385336,,,,,,
11,1535331042,,,,,,
8,1535332330,,,,,,
1,1535355951,,,,,,
20,1535324453,,,,,,
16,1535361229,,,,,,
5,1535381650,,,,,,
14,1535351242,,,,,,
12,1535382699,,,,,,
12,1535326153,,,,,,
10,1535314790,,,,,,
3,1535400627,,,,,,
6,1535380542,,,,,,
20,1535324328,,,,,,
16,1535336481,,,,,,
19,1535404766,,,,,,
9,1535378262,,,,,,
11,1535357130,,,,,,
16,1535310626,,,,,,
20,1535393086,,,,,,
15,1535328429,,,,,,
6,1535389621,,,,,,
20,1535393417,,,,,,
17,1535361440,,,,,,
13,1535369498,,,,,,
7,1535365299,,,,,,
1,1535396996,,,,,,
16,1535344066,,,,,,
3,1535359254,,,,,,
9,1535332157,,,,,,
11,1535358460,,,,,,
1,1535384903,,,,,,
15,1535352811,,,,,,
18,1535312874,,,,,,
5,1535365221,,,,,,
2,1535331562,,,,,,
17,1535401463,,,,,,
4,1535318133,,,,,,
7,1535379679,,,,,,
6,1535374240,,,,,,
2,1535385853,,,,,,
2,1535358751,,,,,,
18,1535313651,,,,,,
9,1535391361,,,,,,
2,1535399815,,,,,,
1,1535359698,,,,,,
2,1535326154,,,,,,
5,1535343938,,,,,,
16,1535369644,,,,,,
12,1535317050,,,,,,
4,1535356922,,,,,,
20,1535381440,,,,,,
4,1535327671,,,,,,
13,1535367558,,,,,,
10,1535362406,,,,,,
10,1535383365,,,,,,
3,1535358710,,,,,,
19,1535359727,,,,,,
19,1535391052,,,,,,
9,1535362795,,,,,,
3,1535403273,,,,,,
9,1535325185,,,,,,
18,1535320275,,,,,,
12,1535400849,,,,,,
18,1535332424,,,,,,
14,1535349591,,,,,,
12,1535378831,,,,,,
7,1535364290,,,,,,
10,1535405702,,,,,,
7,1535333466,,,,,,
17,1535395183,,,,,,
17,1535382436,,,,,,
10,1535385766,,,,,,
1,1535315046,,,,,,
10,1535344956,,,,,,
6,1535324093,,,,,,
13,1535311241,,,,,,
5,1535399629,,,,,,
3,1535318758,,,,,,
19,1535320404,,,,,,
9,1535322702,,,,,,
12,1535402896,,,,,,
4,1535395372,,,,,,
5,1535325290,,,,,,
11,1535395820,,,,,,
12,1535369253,,,,,,
2,1535384754,,,,,,
11,1535391617,,,,,,
5,1535360383,,,,,,
18,1535370533,,,,,,
11,1535400263,,,,,,
8,1535368242,,,,,,
5,1535374269,,,,,,
18,1535325216,,,,,,
8,1535330223,,,,,,
6,1535390785,,,,,,
11,1535377370,,,,,,
7,1535403842,,,,,,
3,1535405149,,,,,,
15,1535347275,,,,,,
7,1535372068,,,,,,
5,1535402389,,,,,,
8,1535398903,,,,,,
20,1535348724,,,,,,
6,1535364084,,,,,,
1,1535372140,,,,,,
6,1535359543,,,,,,
4,1535324271,,,,,,
15,1535350300,,,,,,
11,1535391909,,,,,,
2,1535338763,,,,,,
4,1535390674,,,,,,
12,1535358693,,,,,,
8,1535356499,,,,,,
8,1535377627,,,,,,
8,1535316748,,,,,,
8,1535329514,,,,,,
12,1535333873,,,,,,
1,1535310659,,,,,,
5,1535314780,,,,,,
8,1535376626,,,,,,
4,1535312755,,,,,,
8,1535370383,,,,,,
14,1535342991,,,,,,
14,1535383197,,,,,,
13,1535322253,,,,,,
15,1535310066,,,,,,
8,1535395783,,,,,,
10,1535366928,,,,,,
17,1535355551,,,,,,
10,1535313653,,,,,,
8,1535391837,,,,,,
19,1535396564,,,,,,
11,1535370891,,,,,,
7,1535328824,,,,,,
19,1535344026,,,,,,
17,1535353655,,,,,,
4,1535374729,,,,,,
14,1535341566,,,,,,
13,1535309671,,,,,,
8,1535311356,,,,,,
3,1535314381,,,,,,
19,1535308860,,,,,,
6,1535374841,,,,,,
6,1535345512,,,,,,
20,1535320413,,,,,,
10,1535379791,,,,,,
4,1535322211,,,,,,
1,1535402367,,,,,,
5,1535342675,,,,,,
11,1535364838,,,,,,
4,1535368386,,,,,,
9,1535321935,,,,,,
13,1535318095,,,,,,
17,1535358073,,,,,,
17,1535333685,,,,,,
1,1535356390,,,,,,
10,1535393233,,,,,,
13,1535377688,,,,,,
12,1535325037,,,,,,
12,1535328829,,,,,,
4,1535400062,,,,,,
2,1535366494,,,,,,
1,1535370942,,,,,,
14,1535349288,,,,,,
8,1535349565,,,,,,
11,1535385968,,,,,,
11,1535346380,,,,,,
14,1535342153,,,,,,
19,1535364495,,,,,,
13,1535344922,,,,,,
19,1535365103,,,,,,
4,1535341897,,,,,,
6,1535319963,,,,,,
14,1535327013,,,,,,
20,1535396910,,,,,,
4,1535382562,,,,,,
2,1535398558,,,,,,
7,1535320101,,,,,,
6,1535388324,,,,,,
12,1535340461,,,,,,
14,1535395279,,,,,,
3,1535404824,,,,,,
2,1535326496,,,,,,
13,1535389310,,,,,,
2,1535326812,,,,,,
2,1535329825,,,,,,
16,1535388234,,,,,,
4,1535392301,,,,,,
2,1535309559,,,,,,
13,1535386648,,,,,,
16,1535358699,,,,,,
3,1535386614,,,,,,
4,1535371282,,,,,,
12,1535398663,,,,,,
18,1535387650,,,,,,
16,1535312424,,,,,,
5,1535352376,,,,,,
6,1535355205,,,,,,
3,1535375015,,,,,,
7,1535400682,,,,,,
18,1535334501,,,,,,
3,1535354679,,,,,,
4,1535342126,,,,,,
6,1535361774,,,,,,
3,1535406667,,,,,,
5,1535368513,,,,,,
16,1535350136,,,,,,
14,1535310614,,,,,,
20,1535341865,,,,,,
8,1535401599,,,,,,
1,1535372931,,,,,,
16,1535322828,,,,,,
3,1535310935,,,,,,
3,1535404270,,,,,,
3,1535318282,,,,,,
17,1535341366,,,,,,
3,1535404622,,,,,,
3,1535385887,,,,,,
19,1535318018,,,,,,
1,1535343237,,,,,,
15,1535369610,,,,,,
1,1535390729,,,,,,
2,1535375706,,,,,,
9,1535331998,,,,,,
3,1535389827,,,,,,
8,1535323174,,,,,,
7,1535368579,,,,,,
7,1535343226,,,,,,
9,1535360426,,,,,,
10,1535351044,,,,,,
11,1535349438,,,,,,
19,1535337396,,,,,,
4,1535308585,,,,,,
9,1535373500,,,,,,
10,1535383746,,,,,,
6,1535407437,,,,,,
15,1535312620,,,,,,
4,1535313025,,,,,,
18,1535387348,,,,,,
17,1535346670,,,,,,
6,1535358919,,,,,,
1,1535379813,,,,,,
13,1535401036,,,,,,
11,1535406941,,,,,,
2,1535354793,,,,,,
11,1535361246,,,,,,
12,1535349605,,,,,,
2,1535326446,,,,,,
18,1535384586,,,,,,
11,1535309193,,,,,,
16,1535385098,,,,,,
18,1535322102,,,,,,
20,1535356264,,,,,,
20,1535333489,,,,,,
9,1535406616,,,,,,
15,1535322237,,,,,,
1,1535336166,,,,,,
7,1535361236,,,,,,
9,1535382359,,,,,,
6,1535362009,,,,,,
13,1535310731,,,,,,
1,1535388443,,,,,,
16,1535373516,,,,,,
10,1535376107,,,,,,
14,1535345757,,,,,,
14,1535333068,,,,,,
17,1535374129,,,,,,
16,1535401175,,,,,,
11,1535336082,,,,,,
11,1535396637,,,,,,
19,1535336289,,,,,,
19,1535343828,,,,,,
12,1535351609,,,,,,
2,1535355427,,,,,,
6,1535345759,,,,,,
10,1535379204,,,,,,
6,1535389175,,,,,,
4,1535331543,,,,,,
6,1535349605,,,,,,
6,1535319737,,,,,,
1,1535334010,,,,,,
18,1535339283,,,,,,
7,1535314421,,,,,,
12,1535334130,,,,,,
11,1535319419,,,,,,
14,1535362813,,,,,,
14,1535311438,,,,,,
4,1535402487,,,,,,
4,1535348764,,,,,,
16,1535397429,,,,,,
6,1535383090,,,,,,
8,1535365138,,,,,,
12,1535309984,,,,,,
13,1535378602,,,,,,
18,1535344553,,,,,,
9,1535359902,,,,,,
4,1535369591,,,,,,
15,1535330514,,,,,,
5,1535313305,,,,,,
14,1535345356,,,,,,
18,1535380467,,,,,,
11,1535388918,,,,,,
3,1535339942,,,,,,
6,1535376144,,,,,,
11,1535375767,,,,,,
5,1535391962,,,,,,
2,1535334293,,,,,,
16,1535330439,,,,,,
6,1535349839,,,,,,
17,1535386972,,,,,,
19,1535342277,,,,,,
8,1535389380,,,,,,
2,1535346335,,,,,,
18,1535371235,,,,,,
3,1535331027,,,,,,
10,1535333630,,,,,,
13,1535383509,,,,,,
7,1535370464,,,,,,
18,1535382463,,,,,,
2,1535353169,,,,,,
9,1535347231,,,,,,
18,1535359881,,,,,,
15,1535378796,,,,,,
1,1535363013,,,,,,
5,1535373329,,,,,,
12,1535349768,,,,,,
5,1535387380,,,,,,
20,1535379756,,,,,,
12,1535322622,,,,,,
7,1535389841,,,,,,
12,1535316876,,,,,,
19,1535341661,,,,,,
20,1535324362,,,,,,
2,1535394962,,,,,,
20,1535321867,,,,,,
1,1535348495,,,,,,
4,1535326812,,,,,,
5,1535358448,,,,,,
13,1535378861,,,,,,
7,1535356373,,,,,,
20,1535347255,,,,,,
18,1535398666,,,,,,
5,1535343054,,,,,,
8,1535387585,,,,,,
6,1535358036,,,,,,
12,1535379585,,,,,,
9,1535322257,,,,,,
1,1535405716,,,,,,
9,1535380029,,,,,,
12,1535356631,,,,,,
1,1535372100,,,,,,
16,1535362332,,,,,,
9,1535380462,,,,,,
1,1535325444,,,,,,
7,1535324888,,,,,,
15,1535343060,,,,,,
18,1535388127,,,,,,
1,1535393034,,,,,,
13,1535313430,,,,,,
3,1535328142,,,,,,
2,1535345735,,,,,,
2,1535348351,,,,,,
3,1535340723,,,,,,
18,1535335324,,,,,,
1,1535316546,,,,,,
2,1535382441,,,,,,
14,1535376527,,,,,,
10,1535331444,,,,,,
5,1535350400,,,,,,
15,1535397101,,,,,,
8,1535332673,,,,,,
3,1535383128,,,,,,
13,1535392870,,,,,,
3,1535345380,,,,,,
5,1535380389,,,,,,
3,1535366743,,,,,,
1,1535390512,,,,,,
17,1535367256,,,,,,
13,1535324958,,,,,,
10,1535373054,,,,,,
20,1535405046,,,,,,
3,1535319482,,,,,,
13,1535345704,,,,,,
2,1535323018,,,,,,
12,1535399781,,,,,,
17,1535349868,,,,,,
12,1535342615,,,,,,
6,1535357719,,,,,,
2,1535402728,,,,,,
10,1535333142,,,,,,
5,1535404823,,,,,,
19,1535377649,,,,,,
12,1535382568,,,,,,
15,1535368071,,,,,,
14,1535330714,,,,,,
7,1535384374,,,,,,
9,1535396009,,,,,,
8,1535333658,,,,,,
5,1535384625,,,,,,
7,1535321101,,,,,,
4,1535378065,,,,,,
19,1535315999,,,,,,
11,1535370882,,,,,,
16,1535317709,,,,,,
2,1535350379,,,,,,
18,1535346792,,,,,,
9,1535342342,,,,,,
18,1535320543,,,,,,
8,1535316984,,,,,,
20,1535339483,,,,,,
16,1535337695,,,,,,
11,1535327592,,,,,,
15,1535401729,,,,,,
13,1535369714,,,,,,
19,1535359408,,,,,,
12,1535355622,,,,,,
12,1535357092,,,,,,
1,1535322977,,,,,,
12,1535362524,,,,,,
18,1535337432,,,,,,
2,1535340241,,,,,,
7,1535324281,,,,,,
4,1535323448,,,,,,
13,1535384591,,,,,,
9,1535308900,,,,,,
4,1535372175,,,,,,
19,1535397408,,,,,,
1,1535353867,,,,,,
12,1535336974,,,,,,
12,1535322592,,,,,,
13,1535353437,,,,,,
13,1535323988,,,,,,
20,1535387862,,,,,,
1,1535406758,,,,,,
4,1535396543,,,,,,
8,1535323490,,,,,,
1,1535311994,,,,,,
2,1535321802,,,,,,
9,1535348152,,,,,,
8,1535350079,,,,,,
16,1535354389,,,,,,
15,1535402739,,,,,,
14,1535357951,,,,,,
17,1535387305,,,,,,
8,1535367859,,,,,,
15,1535370107,,,,,,
3,1535362960,,,,,,
1,1535355259,,,,,,
18,1535328015,,,,,,
12,1535348848,,,,,,
7,1535392917,,,,,,
10,1535328629,,,,,,
20,1535337299,,,,,,
17,1535370889,,,,,,
20,1535345045,,,,,,
11,1535317624,,,,,,
9,1535387047,,,,,,
9,1535406415,,,,,,
16,1535315767,,,,,,
15,1535335129,,,,,,
11,1535318914,,,,,,
9,1535316958,,,,,,
3,1535382138,,,,,,
13,1535366903,,,,,,
13,1535390015,,,,,,
8,1535387207,,,,,,
17,1535371570,,,,,,
13,1535320706,,,,,,
17,1535399717,,,,,,
5,1535371838,,,,,,
8,1535344828,,,,,,
3,1535354969,,,,,,
8,1535380272,,,,,,
14,1535388661,,,,,,
20,1535344340,,,,,,
3,1535377929,,,,,,
17,1535388356,,,,,,
13,1535400068,,,,,,
5,1535327548,,,,,,
15,1535364124,,,,,,
16,1535360038,,,,,,
12,1535350982,,,,,,
4,1535313307,,,,,,
19,1535356721,,,,,,
3,1535407836,,,,,,
10,1535373456,,,,,,
12,1535318287,,,,,,
14,1535311355,,,,,,
18,1535345257,,,,,,
2,1535325545,,,,,,
9,1535349857,,,,,,
20,1535389992,,,,,,
7,1535321572,,,,,,
3,1535405247,,,,,,
4,1535352138,,,,,,
19,1535331779,,,,,,
9,1535337561,,,,,,
8,1535369065,,,,,,
12,1535372691,,,,,,
5,1535311939,,,,,,
10,1535391602,,,,,,
15,1535389149,,,,,,
10,1535328728,,,,,,
18,1535349466,,,,,,
7,1535374683,,,,,,
8,1535402975,,,,,,
10,1535403810,,,,,,
2,1535339703,,,,,,
6,1535392792,,,,,,
7,1535345187,,,,,,
6,1535398637,,,,,,
8,1535368857,,,,,,
7,1535345656,,,,,,
15,1535402483,,,,,,
15,1535392878,,,,,,
9,1535314083,,,,,,
12,1535331849,,,,,,
3,1535399321,,,,,,
7,1535348862,,,,,,
6,1535344960,,,,,,
5,1535382107,,,,,,
14,1535404745,,,,,,
2,1535402560,,,,,,
10,1535320033,,,,,,
6,1535344981,,,,,,
8,1535348785,,,,,,
6,1535342416,,,,,,
20,1535315552,,,,,,
19,1535361989,,,,,,
2,1535350615,,,,,,
8,1535372406,,,,,,
9,1535332608,,,,,,
12,1535373033,,,,,,
9,1535390114,,,,,,
15,1535392141,,,,,,
9,1535403571,,,,,,
3,1535387071,,,,,,
6,1535399422,,,,,,
1,1535403853,,,,,,
4,1535359101,,,,,,
1,1535337917,,,,,,
1,1535311789,,,,,,
3,1535373802,,,,,,
7,1535322905,,,,,,
1,1535320518,,,,,,
9,1535381234,,,,,,
9,1535333936,,,,,,
6,1535373048,,,,,,
19,1535369173,,,,,,
19,1535378473,,,,,,
11,1535308553,,,,,,
15,1535345794,,,,,,
13,1535395893,,,,,,
18,1535376049,,,,,,
11,1535390280,,,,,,
17,1535360813,,,,,,
11,1535354486,,,,,,
1,1535358780,,,,,,
1,1535369848,,,,,,
16,1535315025,,,,,,
17,1535333895,,,,,,
13,1535334382,,,,,,
18,1535344945,,,,,,
1,1535326453,,,,,,
19,1535312988,,,,,,
10,1535373536,,,,,,
16,1535394867,,,,,,
12,1535309146,,,,,,
15,1535328179,,,,,,
16,1535378685,,,,,,
5,1535309709,,,,,,
18,1535325579,,,,,,
15,1535315173,,,,,,
15,1535366478,,,,,,
3,1535405553,,,,,,
16,1535393889,,,,,,
5,1535386574,,,,,,
6,1535350070,,,,,,
6,1535340373,,,,,,
19,1535323890,,,,,,
8,1535398247,,,,,,
2,1535324356,,,,,,
20,1535369325,,,,,,
11,1535318005,,,,,,
2,1535339027,,,,,,
4,1535389769,,,,,,
10,1535342648,,,,,,
19,1535401113,,,,,,
20,1535350758,,,,,,
12,1535398375,,,,,,
17,1535354540,,,,,,
16,1535336724,,,,,,
9,1535348617,,,,,,
10,1535369806,,,,,,
19,1535397223,,,,,,
4,1535346030,,,,,,
5,1535365310,,,,,,
6,1535403948,,,,,,
10,1535360801,,,,,,
10,1535371029,,,,,,
10,1535386938,,,,,,
4,1535312313,,,,,,
11,1535346577,,,,,,
1,1535313305,,,,,,
1,1535383215,,,,,,
1,1535400696,,,,,,
7,1535329176,,,,,,
5,1535335961,,,,,,
3,1535360212,,,,,,
4,1535361955,,,,,,
17,1535311118,,,,,,
20,1535337814,,,,,,
2,1535379886,,,,,,
5,1535379666,,,,,,
15,1535362401,,,,,,
1,1535396149,,,,,,
8,1535397431,,,,,,
14,1535400922,,,,,,
9,1535327229,,,,,,
8,1535327175,,,,,,
6,1535364817,,,,,,
13,1535309695,,,,,,
6,1535310162,,,,,,
3,1535331770,,,,,,
17,1535336883,,,,,,
4,1535320921,,,,,,
2,1535324800,,,,,,
3,1535378193,,,,,,
17,1535394978,,,,,,
19,1535319908,,,,,,
1,1535399518,,,,,,
20,1535323146,,,,,,
11,1535372360,,,,,,
8,1535391647,,,,,,
20,1535386819,,,,,,
9,1535387904,,,,,,
2,1535325435,,,,,,
7,1535320268,,,,,,
11,1535315558,,,,,,
13,1535387173,,,,,,
17,1535345411,,,,,,
11,1535390162,,,,,,
7,1535358598,,,,,,
2,1535354947,,,,,,
9,1535346048,,,,,,
14,1535387152,,,,,,
9,1535362349,,,,,,
15,1535323800,,,,,,
17,1535394933,,,,,,
5,1535380656,,,,,,
14,1535399232,,,,,,
14,1535391940,,,,,,
10,1535378053,,,,,,
11,1535365903,,,,,,
9,1535359278,,,,,,
5,1535355737,,,,,,
2,1535400456,,,,,,
1,1535359029,,,,,,
9,1535392835,,,,,,
9,1535394585,,,,,,
3,1535329373,,,,,,
14,1535367308,,,,,,
2,1535352850,,,,,,
14,1535369623,,,,,,
6,1535380436,,,,,,
9,1535401747,,,,,,
12,1535362166,,,,,,
2,1535338190,,,,,,
16,1535332475,,,,,,
5,1535359954,,,,,,
3,1535349023,,,,,,
3,1535391838,,,,,,
20,1535331881,,,,,,
20,1535383440,,,,,,
6,1535352196,,,,,,
1,1535397321,,,,,,
6,1535313608,,,,,,
5,1535385418,,,,,,
14,1535396160,,,,,,
8,1535357166,,,,,,
15,1535322659,,,,,,
13,1535352675,,,,,,
15,1535376216,,,,,,
12,1535309283,,,,,,
5,1535367243,,,,,,
8,1535348245,,,,,,
16,1535373679,,,,,,
4,1535353516,,,,,,
20,1535372780,,,,,,
15,1535380374,,,,,,
16,1535342045,,,,,,
4,1535327128,,,,,,
16,1535334552,,,,,,
18,1535357665,,,,,,
10,1535366468,,,,,,
13,1535350904,,,,,,
8,1535386026,,,,,,
12,1535320318,,,,,,
5,1535400929,,,,,,
18,1535332910,,,,,,
17,1535309750,,,,,,
1,1535323001,,,,,,
17,1535330162,,,,,,
13,1535347893,,,,,,
2,1535318209,,,,,,
18,1535346198,,,,,,
3,1535386702,,,,,,
12,1535406868,,,,,,
14,1535323121,,,,,,
20,1535329724,,,,,,
10,1535377335,,,,,,
18,1535393702,,,,,,
13,1535393428,,,,,,
8,1535354664,,,,,,
12,1535337795,,,,,,
3,1535373254,,,,,,
3,1535374569,,,,,,
11,1535348107,,,,,,
14,1535339715,,,,,,
19,1535369180,,,,,,
6,1535404621,,,,,,
3,1535348821,,,,,,
1,1535319661,,,,,,
16,1535368508,,,,,,
11,1535316515,,,,,,
14,1535351430,,,,,,
15,1535386470,,,,,,
16,1535334857,,,,,,
14,1535359758,,,,,,
13,1535341633,,,,,,
3,1535390203,,,,,,
9,1535402480,,,,,,
3,1535309968,,,,,,
16,1535345694,,,,,,
14,1535403666,,,,,,
4,1535379261,,,,,,
13,1535360002,,,,,,
14,1535343677,,,,,,
6,1535375776,,,,,,
18,1535408402,,,,,,
5,1535402597,,,,,,
15,1535337786,,,,,,
6,1535364961,,,,,,
4,1535325721,,,,,,
1,1535321150,,,,,,
12,1535324717,,,,,,
14,1535350346,,,,,,
14,1535402318,,,,,,
8,1535402642,,,,,,
14,1535394060,,,,,,
3,1535348627,,,,,,
8,1535380847,,,,,,
9,1535374712,,,,,,
10,1535363532,,,,,,
12,1535335385,,,,,,
13,1535397665,,,,,,
4,1535347473,,,,,,
1,1535366285,,,,,,
4,1535380956,,,,,,
8,1535332895,,,,,,
16,1535309921,,,,,,
2,1535325462,,,,,,
17,1535363075,,,,,,
11,1535345720,,,,,,
19,1535390646,,,,,,
5,1535386906,,,,,,
8,1535311158,,,,,,
18,1535333219,,,,,,
4,1535343031,,,,,,
17,1535332126,,,,,,
5,1535370402,,,,,,
10,1535397611,,,,,,
17,1535356269,,,,,,
3,1535360575,,,,,,
1,1535347799,,,,,,
3,1535319011,,,,,,
11,1535325217,,,,,,
